order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD044869,ID0036825329,2019-04-28,Thompson,"[('Alcon 10', 1), ('Universe Note', 1), ('Candle Inferno', 1)]",12830,80.31,-37.8253131,144.9458456,5,12268.81,Autumn,True,1.4111,no issues; love it i've had no issues at all. the phone is fast and contains very little bloatware (far less than most phones).,True
ORD499421,ID1833120506,2019-05-04,Thompson,"[('pearTV', 1), ('iStream', 2)]",6610,67.08,-37.79974050000001,144.9550185,10,6016.08,Autumn,False,1.6004,four stars nice phone!,True
ORD351641,ID6167279385,2019-01-07,Thompson,"[('Thunder line', 1), ('iStream', 1), ('iAssist Line', 2), ('pearTV', 1)]",13090,71.27,-37.812384,144.9539514,0,13161.27,Summer,False,0.6061,super phone love it it is packed with more bells and whistles that i can believe.,True
ORD227285,ID6167359502,2019-01-29,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1), ('Olivia x460', 1), ('Universe Note', 1)]",13355,74.36,-37.8093784,144.9729283,5,12761.61,Summer,False,1.0681,"no lo cambio !!! me encanta este celular, es súper bueno, rápido, liviano, muy lindo!!! es perfecto, además súper economico, recomiendo la marca y recomiendo al vendedor",True
ORD244583,ID1463620643,2019-10-11,Bakers,"[('iStream', 2), ('Candle Inferno', 2)]",1160,79.71,-37.8178416,145.0077888,25,949.71,Spring,False,1.4079,"the digico inferno hd is easy to use. the 8"" tablet is just the right size.",True
ORD262794,ID5680181550,2019-04-23,Thompson,"[('pearTV', 2), ('Toshika 750', 2)]",21260,67.93,-37.79994050000001,144.958796,5,20264.93,Autumn,False,1.7529,no phone in box!!!! would give 0 if i could... there was no phone in the box! would not recomend!!!,False
ORD136934,ID0576860055,2019-05-23,Bakers,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",5340,82.27,-37.8246942,144.98897309999995,15,4621.27,Autumn,True,1.7262,bring more version can we also get the pro from your store because we love this but some people might also be interested in the pro version and also there should be availability of selection for color and also the ram,True
ORD472693,ID6058735408,2019-06-19,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,50.23,-37.8160234,144.9370723,25,19955.23,Winter,False,0.9549,had to return it was supposed to be a new phone but the data portion would not work. i worked with verizon and they said important software was missing. the phone had been modified so i could not get it to work,False
ORD129410,ID1463620781,2019-08-20,Bakers,"[('pearTV', 1), ('iStream', 1)]",6460,78.26,-37.814451700000006,145.0076823,15,5569.26,Winter,False,1.202,"five stars is what i needed, thank you",True
ORD293519,ID0591408716,2019-11-02,Nickolson,"[('pearTV', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",20440,101.66,-37.8192616,144.960999,15,17475.66,Spring,True,0.7557,pretty decent tablet. good for mindless games and istream. you get what you pay for.,1
ORD291085,ID0579383913,2019-03-11,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",22810,80.54,-37.8243707,144.94256299999995,25,17188.04,Autumn,True,1.3611,"this is a great tablet. it has amazing storage. i use mine daily. great for reading, surfing the web and games. the one small thing i don't like is digico gold shows are a bit dark for some reason. hulu and istream work wonderful.",True
ORD189228,ID6167417971,2019-02-10,Nickolson,"[('Lucent 330S', 2), ('pearTV', 2), ('iStream', 1)]",15230,91.95,-37.812416,144.9692455,15,13037.45,Summer,True,0.6884,excellent great great great,True
ORD462032,ID4283908153,2019-11-23,Bakers,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 2)]",15660,95.63,-37.8099791,144.9952351,25,11840.63,Spring,True,0.0019,good buy it's cheaper than any store or online shop. it's good quality for standard cell phone usage.,True
ORD399631,ID1492145817,2019-05-22,Thompson,"[('iAssist Line', 2), ('iStream', 1)]",4600,64.31,-37.8129912,144.952109,5,4434.31,Autumn,False,0.4447,happy husband my husband is happy with his newer phone.,1
ORD442417,ID2950822815,2019-01-31,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",8985,72.24,-37.8196878,144.9616544,5,8607.99,Summer,False,0.705,"liking it thus far, still testing it. no ... liking it thus far, still testing it. no issues until now. handy and feels durable. does not need a case either, just a screen protector.",True
ORD045915,ID2190625304,2019-08-21,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",8360,68.14,-37.8094296,144.9637378,25,6338.14,Winter,False,1.1412,amazing paroduct,True
ORD371260,ID1881118511,2019-04-18,Thompson,"[('pearTV', 2), ('iAssist Line', 2)]",17070,83.82,-37.7999196,144.9626861,0,17153.82,Autumn,True,1.9754,"i love it works as advertised. huge upgrade for me after having the honor 6x. i loved the honor phone too, but this phone is faster, lighter, can multitask, has quick charging and so much more. its amazing.",True
ORD275713,ID0638053773,2019-05-24,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,76.57,-37.8177839,144.96602019999995,15,9575.32,Autumn,False,0.3233,"excellent phone at an excellent price everything you could ask for in a mid range phone. amazing camera even in low light. great battery life and charges fast. i took the blue which is beautiful. lightweight. came with charger, us adapter, headphone jack plug in, free case.",True
ORD084156,ID3215192054,2019-02-27,Thompson,"[('Universe Note', 2), ('pearTV', 1), ('Alcon 10', 1)]",22160,69.04,-37.8103338,144.9470645,0,22229.04,Summer,False,0.2604,perfect phone received. recieved an immaculate and unlocked note 8.,True
ORD429828,ID1463547043,2019-06-04,Bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('Alcon 10', 2)]",31220,68.16,-37.8198403,145.0041663,15,26605.16,Winter,False,1.3484,"love it major upgrade love it haven't had it long and it's a major upgrade over my toshika xperia xa ultra, faster, the camera is excellent i don't have anything bad to say about this phone. i'll recommend it to anyone looking for a good mid-range phone",1
ORD312933,ID0091971021,2019-08-12,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2), ('iStream', 2)]",11165,77.6,-37.8178305,144.9487158,25,8451.35,Winter,True,0.5921,good phone it sometimes powers off at like 14%,True
ORD280254,ID2096319051,2019-07-11,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350,67.15,-37.8083585,144.9753826,25,15329.65,Winter,False,1.2496,great buy the phone came in brand new with the headphones and charging cables and a pre-installed screen protector. love the upgrade. battery life has lasted me 2 days while using normally.,1
ORD414256,ID2173290761,2019-02-21,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",22780,91.97,-37.8220154,144.95977240000005,0,22871.97,Summer,True,0.9404,"toshika quality this is a really good phone, alot of improvements over my old z3+.. does not overheat like the z3+ did. battery is not the largest but efficient. i like the bezels for usability. also it has an actual 3.5mm headphone jack vs the newer models.",True
ORD011372,ID2991935465,2019-11-20,Thompson,"[('Thunder line', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",24530,79.66,-37.8061375,144.9572052,5,23383.16,Spring,False,1.1507,"an oldie but a goodie i had this thing for 6 years as a daily driver, solid phone, good battery life with the possibility to change the battery.",True
ORD455303,ID0664380046,2019-02-26,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545,74.09,-37.8212237,144.96646769999995,15,4787.34,Summer,True,0.3989,not the best. i upgraded from the zenfone zoom 3 and its faster and has better sound then this max plus.,False
ORD217794,ID0289597208,2019-12-24,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2)]",4310,91.04,-37.8113864,144.95200359999995,10,3970.04,Summer,True,0.457,"beautiful sleek capable, 'nuf said. awesome phone! it's beautiful, technically advanced, responsive and did not bring too much bloatware. i'v always had universe s phones and this is the best.",True
ORD249371,ID0777771693,2019-12-19,Thompson,"[('Alcon 10', 1), ('iStream', 1)]",9100,63.67,-37.8062667,144.9599949,5,8708.67,Summer,False,1.342,"false advertisement does not specify that this is a refurbished model or that it runs on only t-mobile. could not use it with my verizon and as a result, was a total waste of money. the phone was no good to me and also came with parts and pieces that were not explained what they were or how to use them.",False
ORD203395,ID1463620947,2019-01-24,Bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",14545,75.76,-37.8185597,144.99917230000003,0,14620.76,Summer,False,1.0143,"great phone this is a very neat phone. i have always been an alcon user but am pleasantly surprised by all of the features, ease of use and great camera. would recommend this model. good price and quick delivery",True
ORD117975,ID2936341079,2019-07-28,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('pearTV', 2)]",16300,73.1,-37.8184881,144.96773969999995,0,16373.1,Winter,True,0.1597,best phone for the money great features and easy to use. seller was great to work with and help set it up with verizon. this was my first smart phone and i am very pleased to have found a seller who cares to help during and after the sale.,1
ORD368841,ID0176693522,2019-01-21,Nickolson,"[('iAssist Line', 2), ('pearTV', 1), ('Lucent 330S', 2)]",13220,76.58,-37.8101955,144.96368600000002,5,12635.58,Summer,False,1.0678,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True
ORD068802,ID0076459280,2019-01-19,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Lucent 330S', 2), ('Universe Note', 2)]",11885,77.59,-37.81014920000001,144.93203789999995,25,8991.34,Summer,False,1.3514,totally satisfied just what i was looking for serious people to make business,True
ORD330358,ID6167344575,2019-09-20,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",5980,74.74,-37.8155701,144.9740446,25,4559.74,Spring,False,0.5192,ok le falta cobertura.,True
ORD062217,ID0246439386,2019-11-14,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",16010,100.82,-37.8107963,144.9711395,10,14509.82,Spring,True,0.8793,so far so good. solid so far.,1
ORD001453,ID1879021170,2019-12-16,Bakers,"[('Toshika 750', 1), ('Thunder line', 1), ('iStream', 1)]",6650,95.06,-37.8138149,144.982929,5,6412.56,Summer,True,1.1625,"great tablet for the price, i would definitely recommend the higher gigabyte as it downloads quickly and doesn't take time to upload.",True
ORD117313,ID0664378463,2019-01-04,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Candle Inferno', 2), ('Thunder line', 2)]",13980,52.9,-37.8201019,144.9669756,5,13333.9,Summer,False,0.2818,digico adds are annoying. lack of compatibility with google and other apps is annoying. price is great. nice to have but it really isn't better than other tablets out there.,False
ORD464609,ID0579322303,2019-12-03,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 2), ('iStream', 1), ('iAssist Line', 2)]",14100,70.68,-37.814141,144.99189180000005,10,12760.68,Summer,False,0.547,love it! love it! just like new!,True
ORD146312,ID1479905374,2019-01-25,Thompson,"[('iStream', 2), ('iAssist Line', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",9390,96.3,-37.8209384,144.95603400000005,25,7138.8,Summer,True,1.2116,i really like the feel and ease of use. it's a great tablet for the price.,True
ORD444241,ID0767592197,2019-08-04,Nickolson,"[('iStream', 2), ('iAssist Line', 2), ('Lucent 330S', 2), ('Toshika 750', 2)]",15850,65.83,-37.8081019,144.973149,0,15915.83,Winter,False,1.2102,"love this phone! this is the best android phone i've ever had! love the large display, the pen feature is a real bonus! no more typing with one finger! i can write it out and the phone types it for me! a real time saver!",True
ORD240455,ID2716423449,2019-04-02,Thompson,"[('Toshika 750', 2), ('Thunder line', 1), ('Olivia x460', 2)]",13270,62.07,-37.8140346,144.9470579,10,12005.07,Autumn,True,0.1516,"a piece of crap. spend a lot of time and just could ... a piece of crap. spend a lot of time and just could not achieve a simple task as to transfer file from a pc. first it does not come with a usb cable. when i found a usb that fits and connected to pc, the pc did not recognize it. can someone help?",False
ORD047910,ID1463547084,2019-07-20,Bakers,"[('Lucent 330S', 1), ('pearTV', 2), ('Thunder line', 2), ('Candle Inferno', 2)]",19070,79.01,-37.8178223,145.0034301,10,17242.01,Winter,True,1.1308,just the perfect cost effective solution.  thank you digico.,True
ORD282012,ID6167247289,2019-11-27,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('pearTV', 2)]",17370,102.36,-37.81918510000001,144.9610198,15,14866.86,Spring,True,0.7531,"great phone, but mine came a little faulty. great little phone! powerful, big screen, long lasting battery. perfect price.. i give 3 stars because mine came with faulty speakers, one doesn't work. it's not a big deal, but still is noticable.",True
ORD131807,ID0777799144,2019-06-14,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",13590,76.23,-37.8059233,144.95519850000005,15,11627.73,Winter,True,1.0372,this price is very suitable for a junior high school student! this is a gift i bought for my niece. she loves it very much. she said that there has been no problem with the use.,True
ORD135498,ID4313862245,2019-07-15,Bakers,"[('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",9630,80.27,-37.8181821,144.99165359999995,10,8747.27,Winter,True,0.964,"great phone good tech, not too pricey.",True
ORD254649,ID0580158995,2019-09-09,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",8565,83.56,-37.8000075,144.9371309,15,7363.81,Spring,False,1.6589,"seller is top notch the phone was nice too. unfortunately, i couldn't get my automotive app to work on the windows operating system. but i would buy from ""icellsolution"" again. the price was good, they were fast and the phone was just as advertised.",True
ORD499877,ID0307349366,2019-08-20,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Olivia x460', 2), ('pearTV', 1)]",22030,57.07,-37.8135187,144.9501824,10,19884.07,Winter,True,0.2895,disappointed with voice quality and had to return i had to return the phone as the voice quality was not good. the calls kept getting cut and the conversations was distorted. most probably because it was refurbished.,False
ORD217085,ID0746912592,2019-06-06,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2)]",11220,68.69,-37.8242095,144.9842075,5,10727.69,Winter,True,1.4323,awesome great phone,True
ORD382413,ID0370750698,2019-04-06,Bakers,"[('iStream', 1), ('Alcon 10', 2), ('Universe Note', 2)]",24950,65.71,-37.8133648,144.9884655,5,23768.21,Autumn,False,0.7034,"best value phone <$200 in 2019 overall, great value. my only complaint is that the finger print sensor has a slightly higher latency than the mi a2, probably bc it's in-screen. it's a trade-off that doesn't feel worth it to me, but it's not bad. still a very useable and relatively secure sensor.",True
ORD422151,ID6167279406,2019-06-03,Nickolson,"[('Alcon 10', 1), ('iStream', 1)]",9100,79.16,-37.8085443,144.967578,25,6904.16,Winter,True,1.1322,awesome phone phone works really well. value for money. the camera and sound qualities are superb.,True
ORD249180,ID4297530208,2019-02-16,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2)]",11090,98.94,-37.80569620000001,144.9772251,0,11188.94,Summer,True,1.5866,olivia universe s4 for a new replacement phone that was still in the original in box the price was excellent. the phone works great thanks,True
ORD329715,ID0265516842,2019-01-23,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310,71.09,-37.8217141,144.9738554,5,3215.59,Summer,False,0.5136,"olivia universe cellphone - s10+ great price, i was unsure until i received the phone. very pleased.",1
ORD218751,ID2353534943,2019-08-29,Thompson,"[('Universe Note', 2), ('iAssist Line', 1)]",9125,71.47,-37.79988779999999,144.9633868,10,8283.97,Winter,False,2.0212,the item was just as i expected and in the ... the item was just as i expected and in the scheduled time. it worked correctly in argentina. i would definitely buy it again to the same seller,True
ORD421723,ID0107156040,2019-12-07,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,68.22,-37.8289044,144.9866979,15,3196.22,Summer,True,1.8948,not a good refurbish this phone worked for approx 5 weeks and then screen went black and now ive wasted 750$ on a paperweight,False
ORD246684,ID0758616917,2019-04-04,Thompson,"[('Thunder line', 2), ('Alcon 10', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",16190,80.54,-37.8212573,144.9424304,10,14651.54,Autumn,True,1.039,perfect!! (xp lumia 900) i ordered 2 of these phones (1 for me and 1 for my hubby). they are both perfect and work well with our carrier! thank you so much!!,1
ORD218802,ID0767729978,2019-11-23,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Alcon 10', 1), ('Thunder line', 1)]",14020,94.62,-37.8044542,144.9707468,15,12011.62,Spring,True,1.5776,not real this phone is a scam don’t even waste your money. not a real phone ! called every carrier i could just to be told they can’t even find it in the system!,False
ORD075570,ID2975216741,2019-02-01,Thompson,"[('Olivia x460', 2), ('Alcon 10', 1), ('pearTV', 2)]",24020,103.18,-37.7992809,144.9592806,5,22922.18,Summer,True,1.8374,"fantastic value great phone, great features and works perfectly (months later). well worth it.",True
ORD470011,ID5001030331,2019-09-22,Thompson,"[('iStream', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",6060,74.29,-37.8110409,144.9526687,5,5831.29,Spring,False,0.5249,really helpful easy to use daily use to internet,True
ORD439912,ID5002595138,2019-06-04,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",10430,64.04,-37.81197810000001,144.95343400000004,5,9972.54,Winter,False,0.5651,"excellence phone better than an i phone. excellent phone. this phone is perfect if you are a windows fan. only 1 draw back, (just my preference) is the ear speakers can be a little more on the volume.",True
ORD087369,ID3345061639,2019-03-29,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",10575,65.95,-37.8254649,144.957204,5,10112.2,Autumn,True,1.328,"cell phone no funciona yo vivo en ecuador y compre es cell phone desbloqueado para poder usar en mi pais, funcionó bien algunos dias, ahora no me funciona por que me pide que ingrese un pin, ls operadora en mi pais me informa que el cel fue robado y por esta razon lo bloquearon, como debo pedir un reembolso",False
ORD268368,ID0576875515,2019-02-24,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 2)]",6900,94.37,-37.81964970000001,144.9795095,5,6649.37,Summer,True,0.8835,"great phone, much better camera than the blu studio ... great phone, much better camera than the blu studio x plus i had and the android system on it is better too.",True
ORD202689,ID4884445049,2019-11-15,Thompson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850,110.24,-37.8008476,144.9347748,25,11997.74,Spring,True,1.7035,"four stars easy to use, smooth working,long battery life. great phone and price is right!!!!!",True
ORD265735,ID3095063270,2019-06-12,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 1)]",24530,63.96,-37.8233121,144.9406361,5,23367.46,Winter,True,1.3125,"pésima calidad muy decepcionada, celular de pésima calidad. dejó de funcionar a los 4 meses de uso y no tuvo arreglo.",False
ORD159376,ID0269335443,2019-08-06,Nickolson,"[('iStream', 2), ('Candle Inferno', 2)]",1160,62.24,-37.8119028,144.97805019999996,5,1164.24,Winter,True,1.0553,"3g technology is gone my family has the flip phones. just advised today we can no longer use them, we have to buy new because 3g is no longer being used. save your money!",False
ORD449663,ID0030947983,2019-08-04,Bakers,"[('Toshika 750', 2), ('iStream', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",31140,64.28,-37.8109101,145.00416040000005,15,26533.28,Winter,False,0.7918,five stars all good.,True
ORD066991,ID0708718062,2019-05-30,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Thunder line', 2), ('Universe Note', 2)]",22435,51.47,-37.8073498,144.9569726,15,19121.22,Autumn,False,1.0535,"one star i would not buy any of asus phone, they are very fragile even with heavy cover.",False
ORD249579,ID3066173175,2019-09-09,Nickolson,"[('pearTV', 1), ('iStream', 2), ('Universe Note', 2)]",13510,88.3,-37.8113578,144.96337319999995,25,10220.8,Spring,True,0.9717,"had a virus of some sort, doesn’t work and ... had a virus of some sort, doesn’t work and calls people on its own. really needed this for work and it’s cost us a lot more than just the cost of the phone",0
ORD085458,ID0443274277,2019-05-12,Bakers,"[('iStream', 1), ('Toshika 750', 2), ('Universe Note', 2)]",15690,66.45,-37.8186856,145.00534230000005,0,15756.45,Autumn,False,1.3138,need wall adapter take great pictures,True
ORD295826,ID0575429256,2019-04-16,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Thunder line', 2)]",15770,68.13,-37.8186844,144.9838021,15,13472.63,Autumn,True,1.2532,cool it's so pretty,True
ORD329247,ID0577396699,2019-11-08,Nickolson,"[('Olivia x460', 2), ('iStream', 2), ('pearTV', 1)]",9060,62.43,-37.8211135,144.98247780000003,0,9122.43,Spring,False,1.1708,total waste of money!!!! phone has so many glitches and defects in it!! total waste of your money!! i would give it 0 stars,False
ORD300941,ID0243434000,2019-10-20,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,101.4,-37.8234956,144.9764493,10,5208.9,Spring,True,0.8158,five stars grandson is so excited to have a new phone.,True
ORD491503,ID1463620469,2019-02-12,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('pearTV', 2), ('iStream', 1)]",26040,96.55,-37.816506,145.0056917,0,26136.55,Summer,True,1.171,"excellent! my only regret was my last phone was ... phone came new as promised. has performed as all olivia universe products do, excellent! my only regret was my last phone was the note and this screen is obviously a bit smaller. i would order again from this supplier.",True
ORD083949,ID0634777968,2019-12-15,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",26530,58.82,-37.8148177,144.9375311,15,22609.32,Summer,False,0.8721,one star bad battery returned,False
ORD228646,ID0714681786,2019-12-28,Nickolson,"[('pearTV', 1), ('Olivia x460', 2)]",8760,80.26,-37.8097251,144.9725363,5,8402.26,Summer,True,1.0217,"camera stopped working after 2 months! camera works infrequently after 2 months. have never had this issue before. it works after a restart, but only for a bit of time. others apparently have had the same issue - black screen, crashing, etc.",False
ORD178306,ID2302923326,2019-11-02,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('iStream', 1)]",8640,103.32,-37.8158579,144.98237680000005,25,6583.32,Spring,True,1.1683,everything is great nothing,True
ORD056251,ID4826905602,2019-09-23,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",11520,76.06,-37.8208183,144.9619892,25,8716.06,Spring,True,0.7095,five stars phone looks and acts like brand new. just costs a lot less! very happy!!,True
ORD146740,ID0582798753,2019-11-20,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('iAssist Line', 2)]",8050,77.73,-37.8233376,144.9791279,5,7725.23,Spring,True,0.9939,nice tablet. very speedy. the only thing i don't like is that i can't add googleplay apps to it. at only $69.00 i guess that's to be expected.,True
ORD431229,ID0095557975,2019-06-14,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Thunder line', 2)]",11140,72.95,-37.79864570000001,144.9333648,15,9541.95,Winter,False,1.9726,very good good,True
ORD103398,ID3191033042,2019-12-04,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2)]",5680,93.4,-37.8118158,144.9669124,25,4353.4,Summer,True,0.7895,five stars great,True
ORD311006,ID2688454941,2019-05-18,Bakers,"[('Alcon 10', 1), ('pearTV', 1)]",15260,50.89,-37.8175101,144.99580509999996,25,11495.89,Autumn,False,0.838,i bought this as a way to easily read while on the go. i'm disappointed as it's really too big too easily carry around. i've discovered it's not all that easy to use it for reading purposes,False
ORD126941,ID6167279402,2019-01-10,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310,76.89,-37.810368200000006,144.96093380000005,15,11390.39,Summer,False,1.1887,"five stars really pleased so far,seems to be a nice phone.",True
ORD319447,ID6167278780,2019-09-19,Thompson,"[('Thunder line', 1), ('Alcon 10', 2)]",20080,73.12,-37.8129201,144.95209430000003,0,20153.12,Spring,False,0.4428,amazing deal. i couldn’t tell that it was refurbished. it looked brand new and came with a pre installed glass screen protector. battery was at 90% overall i’m super happy and satisfied with this purchase,1
ORD239310,ID0767752928,2019-12-26,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180,101.52,-37.80320070000001,144.9700517,25,7736.52,Summer,True,1.7142,we regret waiting so long to purchase this item. we are both surprised and pleased with the sound quality.,True
ORD339244,ID2180785612,2019-02-28,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",25905,74.23,-37.81740670000001,144.9596995,5,24683.98,Summer,False,0.8763,great for watching sports events away from home but within wi fi range.,True
ORD406515,ID2658548177,2019-07-12,Thompson,"[('Toshika 750', 1), ('iStream', 2)]",4620,69.93,-37.8036661,144.9630279,15,3996.93,Winter,False,1.7249,four stars awesome phone so easy to use with lots of power,True
ORD108805,ID0581761000,2019-01-29,Thompson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Toshika 750', 2), ('Thunder line', 1)]",18150,84.66,-37.8044284,144.92824869999995,10,16419.66,Summer,False,1.8926,trust digico it’s perfect,True
ORD280778,ID0227316012,2019-02-17,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 2), ('pearTV', 2), ('Alcon 10', 2)]",41620,74.04,-37.8046584,144.98881540000005,15,35451.04,Summer,False,0.8195,well worth the money! i love this phone! great phone at a very reasonable price.,True
ORD416607,ID2314545797,2019-03-25,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('Lucent 330S', 2)]",27260,66.56,-37.8047344,144.9882562,10,24600.56,Autumn,False,0.8482,looks brand new. easy set up very pleased!! will be buying from this seller again when i buy my next upgrade (which will be very soon). looks brand new. easy set up with my phone carrier over the phone,True
ORD334999,ID0418104791,2019-08-22,Bakers,"[('iStream', 2), ('Alcon 10', 2), ('Thunder line', 1)]",20380,64.82,-37.8193063,144.9897682,10,18406.82,Winter,False,1.1423,great phone great phone for the price,True
ORD150539,ID0319157143,2019-12-04,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",9240,95.43,-37.8075664,144.9666053,15,7949.43,Summer,True,1.2547,battery is a little weak but still a good phone. i go through a few phones a ... battery is a little weak but still a good phone. i go through a few phones a year so this was a good purchase.,True
ORD118324,ID0420022663,2019-02-12,Bakers,"[('Thunder line', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",8090,67.98,-37.8111942,144.99903769999997,0,8157.98,Summer,False,0.3603,great deal love the phone. everything i wanted. fast shipping.,True
ORD282679,ID6197211187,2019-01-08,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('pearTV', 1), ('Olivia x460', 2)]",14390,80.69,-37.8149579,144.9275311,5,13751.19,Summer,False,1.7369,great phone great phone. my child loves it. was easy to add to my carrier. which is metro by tmobile.,True
ORD236367,ID0560986804,2019-10-11,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('pearTV', 2), ('Thunder line', 1)]",19550,102.68,-37.8203842,144.9420304,0,19652.68,Spring,True,0.966,worth every penny love it fast great all day battery just as good as the s10 but way cheaper had it four months and no complaints,True
ORD448321,ID0257505808,2019-04-17,Thompson,"[('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",31070,70.92,-37.7991477,144.96323610000005,25,23373.42,Autumn,False,2.0709,works perfectly. everything is as it should be. works perfectly. everything is as it should be.,True
ORD497830,ID0151434830,2019-08-07,Bakers,"[('Universe Note', 2), ('Toshika 750', 2), ('pearTV', 1), ('Lucent 330S', 2)]",24310,67.25,-37.79909050000001,144.9928413,5,23161.75,Winter,False,1.2321,like good phone,True
ORD355595,ID4419686625,2019-02-18,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 1)]",5890,83.32,-37.8016526,144.9632253,0,5973.32,Summer,False,1.8773,"after half an year.... all good with this phone 10+++ i am very pleased, and its my second phone from this user.",True
ORD079004,ID0664379117,2019-09-15,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1), ('Olivia x460', 2)]",5060,57.61,-37.8206459,144.96542730000004,15,4358.61,Spring,False,0.4285,would not hold charge . . . brand new phone brand new - out of the box - i charged this phone as instructed (four hours - i gave it six) and when unplugged - black screen. i am returning to digico.,False
